Date,Tournament,Surface,Rd,Rk,vRk,match,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time,TPW,RPW,vA%,v1st%,v2nd%,BPCnv,TP,SP,W_or_L
3‑Feb‑2025,Rotterdam,Hard,SF,3.0,21.0,(1)Alcarazd.(8)Hubert Hurkacz[POL],6-4 6-7(5) 6-3,1.17,5.2%,4.2%,61.5%,79.7%,54.1%,5/6,2:20,52.3%,35.4%,10.1%,27.4%,48.6%,3/9,195.0,96.0,W
3‑Feb‑2025,Rotterdam,Hard,QF,3.0,44.0,(1)Alcarazd.Pedro Martinez[ESP],6-2 6-1,2.8,19.4%,5.6%,63.9%,91.3%,61.5%,0/0,1:10,64.5%,54.4%,0.0%,48.7%,66.7%,5/10,93.0,36.0,W
3‑Feb‑2025,Rotterdam,Hard,R16,3.0,317.0,(1)Alcarazd.(Q)Andrea Vavassori[ITA],6-2 6-1,2.79,2.8%,0.0%,72.2%,84.6%,70.0%,1/1,1:03,64.2%,54.2%,6.8%,47.2%,65.2%,5/8,95.0,36.0,W
3‑Feb‑2025,Rotterdam,Hard,R32,3.0,84.0,(1)Alcarazd.(WC)Botic Van De Zandschulp[NED],7-6(3) 3-6 6-1,1.1,3.2%,5.3%,55.8%,67.9%,52.4%,4/7,2:34,51.8%,43.0%,4.0%,34.9%,56.8%,4/9,195.0,95.0,W
13‑Jan‑2025,Australian Open,Hard,QF,3.0,7.0,(7)Novak Djokovic[SRB]d.(3)Alcaraz,4-6 6-4 6-3 6-4,0.94,8.0%,4.0%,73.6%,67.4%,33.3%,7/13,3:37,48.3%,39.0%,3.7%,37.2%,42.0%,4/11,261.0,125.0,L
13‑Jan‑2025,Australian Open,Hard,R16,3.0,18.0,(3)Alcarazd.(15)Jack Draper[GBR],7-5 6-1 0-0 RET,1.55,10.2%,8.5%,67.8%,82.5%,36.8%,2/3,1:35,58.3%,50.0%,7.4%,45.0%,57.1%,4/12,127.0,59.0,W
13‑Jan‑2025,Australian Open,Hard,R32,3.0,33.0,(3)Alcarazd.Nuno Borges[POR],6-2 6-4 6-7(3) 6-2,1.48,8.3%,2.8%,61.5%,83.6%,57.1%,3/3,2:55,54.5%,39.4%,2.2%,36.2%,46.5%,5/13,246.0,109.0,W
13‑Jan‑2025,Australian Open,Hard,R64,3.0,65.0,(3)Alcarazd.Yoshihito Nishioka[JPN],6-0 6-1 6-4,2.77,23.3%,5.0%,60.0%,88.9%,70.8%,0/0,1:21,66.1%,50.8%,1.6%,42.4%,60.7%,6/10,121.0,60.0,W
13‑Jan‑2025,Australian Open,Hard,R128,3.0,77.0,(3)Alcarazd.Alexander Shevchenko[KAZ],6-1 7-5 6-1,1.65,7.4%,4.9%,59.3%,68.8%,66.7%,2/4,1:54,60.0%,52.8%,0.0%,47.2%,61.1%,8/19,170.0,81.0,W
19‑Nov‑2024,Davis Cup Finals QF: NED vs ESP,Hard,RR,3.0,40.0,Alcarazd.Tallon Griekspoor[NED],7-6(0) 6-3,2.85,21.6%,2.0%,56.9%,96.6%,72.7%,0/1,1:25,60.0%,39.1%,17.2%,26.8%,60.9%,2/5,115.0,51.0,W
11‑Nov‑2024,Tour Finals,Hard,RR,3.0,2.0,(2)Alexander Zverev[GER]d.(3)Alcaraz,7-6(5) 6-4,0.75,6.9%,0.0%,66.7%,67.2%,51.7%,7/8,1:57,47.1%,28.6%,12.9%,27.3%,33.3%,0/2,157.0,87.0,L
11‑Nov‑2024,Tour Finals,Hard,RR,3.0,7.0,(6)Casper Ruud[NOR]d.(3)Alcaraz,6-1 7-5,0.81,9.1%,4.5%,65.9%,58.6%,53.3%,0/4,1:25,43.2%,35.1%,6.8%,32.0%,41.7%,1/6,118.0,44.0,L
11‑Nov‑2024,Tour Finals,Hard,RR,3.0,8.0,(3)Alcarazd.(8)Andrey Rublev[RUS],6-3 7-6(8),1.42,15.9%,4.8%,69.8%,84.1%,63.2%,0/0,1:36,52.5%,31.6%,9.2%,24.5%,47.8%,2/4,139.0,63.0,W
28‑Oct‑2024,Paris Masters,Hard,R16,2.0,18.0,(15)Ugo Humbert[FRA]d.(2)Alcaraz,6-1 3-6 7-5,1.0,9.3%,6.7%,61.3%,82.6%,41.4%,3/6,2:16,48.0%,33.3%,8.3%,27.8%,40.5%,1/4,171.0,75.0,L
28‑Oct‑2024,Paris Masters,Hard,R32,2.0,37.0,(2)Alcarazd.Nicolas Jarry[CHI],7-5 6-1,1.42,15.0%,0.0%,70.0%,76.2%,50.0%,5/6,1:30,56.8%,44.8%,10.3%,35.3%,58.3%,4/5,118.0,60.0,W
2‑Oct‑2024,Shanghai Masters,Hard,QF,2.0,33.0,(30)Tomas Machac[CZE]d.(3)Alcaraz,7-6(5) 7-5,1.13,11.9%,1.5%,67.2%,75.6%,54.5%,2/4,1:54,49.4%,35.5%,5.4%,27.8%,46.2%,1/8,160.0,67.0,L
2‑Oct‑2024,Shanghai Masters,Hard,R16,2.0,46.0,(3)Alcarazd.Gael Monfils[FRA],6-4 7-5,1.56,8.5%,0.0%,69.5%,78.0%,77.8%,1/1,1:27,54.3%,34.3%,14.3%,26.5%,52.4%,2/6,129.0,59.0,W
2‑Oct‑2024,Shanghai Masters,Hard,R32,2.0,560.0,(3)Alcarazd.(WC)Yibing Wu[CHN],7-6(5) 6-3,1.17,15.7%,1.4%,61.4%,81.4%,55.6%,0/0,1:40,52.5%,33.3%,10.1%,26.5%,50.0%,1/3,139.0,70.0,W
2‑Oct‑2024,Shanghai Masters,Hard,R64,2.0,51.0,(3)Alcarazd.Juncheng Shang[CHN],6-2 6-2,1.95,6.3%,0.0%,50.0%,79.2%,66.7%,1/1,1:16,62.6%,52.9%,2.0%,44.4%,62.5%,4/7,99.0,48.0,W
26‑Sep‑2024,Beijing,Hard,F,3.0,1.0,(2)Alcarazd.(1)Jannik Sinner[ITA],6-7(6) 6-4 7-6(3),1.16,4.9%,1.6%,60.2%,73.0%,55.1%,4/6,3:21,52.4%,39.5%,4.7%,33.8%,46.6%,3/15,252.0,123.0,W
26‑Sep‑2024,Beijing,Hard,SF,3.0,5.0,(2)Alcarazd.(3)Daniil Medvedev[RUS],7-5 6-3,1.46,5.7%,1.9%,67.9%,75.0%,52.9%,0/2,1:27,56.3%,47.0%,4.5%,45.2%,50.0%,5/11,119.0,53.0,W
26‑Sep‑2024,Beijing,Hard,QF,3.0,27.0,(2)Alcarazd.(7)Karen Khachanov[RUS],7-5 6-2,1.68,3.8%,3.8%,63.5%,75.8%,68.4%,1/2,1:36,56.0%,45.1%,3.7%,35.8%,62.1%,4/12,134.0,52.0,W
26‑Sep‑2024,Beijing,Hard,R16,3.0,39.0,(2)Alcarazd.Tallon Griekspoor[NED],6-1 6-2,2.44,9.8%,0.0%,56.1%,100.0%,50.0%,0/0,0:56,65.5%,53.5%,0.0%,40.0%,72.2%,4/7,84.0,41.0,W
26‑Sep‑2024,Beijing,Hard,R32,3.0,51.0,(2)Alcarazd.Giovanni Mpetshi Perricard[FRA],6-4 6-4,1.41,8.9%,1.8%,60.7%,73.5%,81.8%,3/3,1:21,55.0%,32.7%,12.7%,16.7%,45.2%,2/2,111.0,56.0,W
20‑Sep‑2024,Laver Cup,Hard,RR,3.0,7.0,Alcarazd.Taylor Fritz[USA],6-2 7-5,1.45,1.8%,1.8%,73.2%,80.5%,46.7%,3/4,1:29,55.4%,41.5%,10.8%,36.4%,52.4%,4/6,121.0,56.0,W
20‑Sep‑2024,Laver Cup,Hard,RR,3.0,17.0,Alcarazd.Ben Shelton[USA],6-4 6-4,1.4,0.0%,0.0%,78.0%,78.3%,61.5%,5/5,1:43,53.5%,35.7%,5.7%,34.0%,40.0%,2/11,129.0,59.0,W
13‑Sep‑2024,Davis Cup Finals RR: FRA vs ESP,Hard,RR,3.0,18.0,Alcarazd.Ugo Humbert[FRA],6-3 6-3,1.76,9.8%,2.0%,60.8%,80.6%,70.0%,6/6,1:20,57.8%,41.4%,5.2%,37.5%,50.0%,3/7,109.0,51.0,W
26‑Aug‑2024,US Open,Hard,R64,3.0,74.0,Botic Van De Zandschulp[NED]d.(3)Alcaraz,6-1 7-5 6-4,0.81,2.9%,1.4%,61.4%,60.5%,51.9%,3/9,2:19,44.2%,34.7%,2.1%,22.2%,59.4%,2/5,165.0,70.0,L
26‑Aug‑2024,US Open,Hard,R128,3.0,186.0,(3)Alcarazd.(Q)Li Tu[AUS],6-2 4-6 6-3 6-1,1.88,8.9%,4.4%,61.1%,80.0%,65.7%,4/6,2:42,59.2%,47.9%,1.7%,40.3%,57.4%,7/19,211.0,90.0,W
12‑Aug‑2024,Cincinnati Masters,Hard,R32,3.0,46.0,Gael Monfils[FRA]d.(2)Alcaraz,4-6 7-6(5) 6-4,1.13,6.9%,7.8%,54.9%,76.8%,60.9%,7/8,2:30,50.9%,34.5%,12.9%,21.5%,51.0%,1/7,218.0,102.0,L
29‑Jul‑2024,Paris Olympics,Clay,F,3.0,2.0,(1)Novak Djokovic[SRB]d.(2)Alcaraz,7-6(3) 7-6(2),0.81,1.0%,1.0%,66.3%,72.3%,48.5%,6/6,,47.1%,29.0%,1.1%,21.7%,50.0%,0/8,191.0,98.0,L
29‑Jul‑2024,Paris Olympics,Clay,SF,3.0,19.0,(2)Alcarazd.(13)Felix Auger Aliassime[CAN],6-1 6-1,2.07,5.3%,5.3%,57.9%,77.3%,68.8%,0/0,,62.4%,54.5%,1.8%,40.0%,80.0%,5/9,93.0,38.0,W
29‑Jul‑2024,Paris Olympics,Clay,QF,3.0,13.0,(2)Alcarazd.(9)Tommy Paul[USA],6-3 7-6(7),1.03,7.6%,2.5%,74.7%,71.2%,55.0%,4/5,,51.7%,33.8%,2.9%,28.3%,45.5%,2/5,147.0,79.0,W
29‑Jul‑2024,Paris Olympics,Clay,R16,3.0,66.0,(2)Alcarazd.Roman Safiullin[RUS],6-4 6-2,1.57,10.6%,0.0%,63.8%,80.0%,47.1%,0/1,,58.1%,50.0%,0.0%,46.3%,58.8%,4/8,105.0,47.0,W
29‑Jul‑2024,Paris Olympics,Clay,R32,3.0,28.0,(2)Alcarazd.Tallon Griekspoor[NED],6-1 7-6(3),1.54,6.3%,0.0%,81.3%,69.2%,83.3%,1/1,,58.1%,43.3%,3.3%,21.1%,81.8%,2/3,62.0,32.0,W
29‑Jul‑2024,Paris Olympics,Clay,R64,3.0,274.0,(2)Alcarazd.(ALT)Hady Habib[LIB],6-3 6-1,2.17,10.6%,4.3%,68.1%,81.3%,66.7%,4/4,,61.8%,50.8%,4.8%,50.0%,52.4%,4/13,110.0,47.0,W
1‑Jul‑2024,Wimbledon,Grass,F,3.0,2.0,(3)Alcarazd.(2)Novak Djokovic[SRB],6-2 6-2 7-6(4),1.41,5.3%,6.3%,58.9%,83.9%,51.3%,2/3,2:27,55.6%,41.6%,7.9%,33.8%,60.0%,5/14,196.0,95.0,W
1‑Jul‑2024,Wimbledon,Grass,SF,3.0,5.0,(3)Alcarazd.(5)Daniil Medvedev[RUS],6-7(1) 6-3 6-4 6-4,1.2,5.3%,1.8%,56.6%,73.4%,61.2%,0/3,2:55,52.0%,38.2%,3.8%,34.4%,46.3%,6/15,244.0,113.0,W
1‑Jul‑2024,Wimbledon,Grass,QF,3.0,13.0,(3)Alcarazd.(12)Tommy Paul[USA],5-7 6-4 6-2 6-2,1.29,5.9%,1.7%,61.3%,65.8%,63.0%,6/10,3:11,54.5%,45.6%,1.5%,42.7%,50.0%,8/27,255.0,119.0,W
1‑Jul‑2024,Wimbledon,Grass,R16,3.0,16.0,(3)Alcarazd.(16)Ugo Humbert[FRA],6-3 6-4 1-6 7-5,0.98,10.4%,4.4%,70.4%,66.3%,42.5%,8/13,3:00,50.8%,39.8%,9.7%,32.8%,52.8%,6/8,238.0,135.0,W
1‑Jul‑2024,Wimbledon,Grass,R32,3.0,29.0,(3)Alcarazd.(29)Frances Tiafoe[USA],5-7 6-2 4-6 7-6(2) 6-2,1.04,9.8%,3.1%,65.0%,70.8%,61.4%,7/10,3:50,51.3%,33.8%,6.0%,23.1%,50.0%,5/8,314.0,163.0,W
1‑Jul‑2024,Wimbledon,Grass,R64,3.0,69.0,(3)Alcarazd.Aleksandar Vukic[AUS],7-6(5) 6-2 6-2,1.74,14.9%,2.7%,66.2%,81.6%,56.0%,1/3,1:48,59.0%,47.1%,2.3%,40.7%,57.6%,6/11,161.0,74.0,W
1‑Jul‑2024,Wimbledon,Grass,R128,3.0,269.0,(3)Alcarazd.(Q)Mark Lajal[EST],7-6(3) 7-5 6-2,1.56,4.5%,4.5%,62.9%,83.9%,54.5%,2/4,2:22,56.5%,42.2%,6.9%,42.0%,42.4%,5/10,191.0,89.0,W
17‑Jun‑2024,Queen's Club,Grass,R16,2.0,31.0,Jack Draper[GBR]d.(1)Alcaraz,7-6(3) 6-3,0.73,9.3%,1.3%,66.7%,76.0%,48.0%,3/4,1:39,46.8%,24.2%,12.1%,17.9%,33.3%,0/1,141.0,75.0,L
17‑Jun‑2024,Queen's Club,Grass,R32,2.0,26.0,(1)Alcarazd.Francisco Cerundolo[ARG],6-1 7-5,1.8,3.6%,5.4%,58.9%,78.8%,65.2%,3/4,1:22,60.9%,48.1%,1.9%,43.3%,54.2%,4/8,110.0,56.0,W
27‑May‑2024,Roland Garros,Clay,F,3.0,4.0,(3)Alcarazd.(4)Alexander Zverev[GER],6-3 2-6 5-7 6-1 6-2,1.09,1.9%,3.8%,60.4%,64.6%,49.2%,17/23,,52.4%,45.1%,6.0%,37.1%,66.7%,9/16,292.0,159.0,W
27‑May‑2024,Roland Garros,Clay,SF,3.0,2.0,(3)Alcarazd.(2)Jannik Sinner[ITA],2-6 6-3 3-6 6-4 6-3,0.94,5.1%,4.5%,65.6%,66.0%,46.3%,4/10,,49.7%,38.5%,5.2%,26.3%,54.2%,6/14,292.0,157.0,W
27‑May‑2024,Roland Garros,Clay,QF,3.0,9.0,(3)Alcarazd.(9)Stefanos Tsitsipas[GRE],6-3 7-6(3) 6-4,1.52,3.6%,1.2%,72.6%,73.8%,73.9%,1/2,,55.5%,39.8%,2.0%,35.0%,47.4%,4/6,182.0,84.0,W
27‑May‑2024,Roland Garros,Clay,R16,3.0,21.0,(3)Alcarazd.(21)Felix Auger Aliassime[CAN],6-3 6-3 6-1,1.54,1.3%,2.5%,67.1%,75.5%,53.8%,4/5,,58.3%,48.8%,0.0%,39.6%,61.1%,6/16,163.0,79.0,W
27‑May‑2024,Roland Garros,Clay,R32,3.0,28.0,(3)Alcarazd.(27)Sebastian Korda[USA],6-4 7-6(5) 6-3,1.54,3.3%,0.0%,77.8%,72.9%,65.0%,1/3,,55.6%,44.4%,0.8%,39.7%,51.0%,4/12,214.0,90.0,W
27‑May‑2024,Roland Garros,Clay,R64,3.0,176.0,(3)Alcarazd.(Q)Jesper De Jong[NED],6-3 6-4 2-6 6-2,1.22,1.8%,1.8%,69.6%,64.1%,50.0%,7/12,,54.2%,49.2%,1.6%,44.4%,55.8%,8/18,236.0,112.0,W
27‑May‑2024,Roland Garros,Clay,R128,3.0,107.0,(3)Alcarazd.(LL)J J Wolf[USA],6-1 6-2 6-1,1.94,7.4%,1.5%,70.6%,68.8%,65.0%,5/7,,65.2%,62.7%,0.0%,55.3%,72.4%,9/15,135.0,68.0,W
22‑Apr‑2024,Madrid Masters,Clay,QF,3.0,8.0,(7)Andrey Rublev[RUS]d.(2)Alcaraz,4-6 6-3 6-2,0.78,1.2%,2.5%,70.4%,59.6%,70.8%,10/13,1:59,45.5%,29.1%,5.8%,20.3%,54.5%,1/8,167.0,81.0,L
22‑Apr‑2024,Madrid Masters,Clay,R16,3.0,24.0,(2)Alcarazd.(23)Jan Lennard Struff[GER],6-3 6-7(5) 7-6(4),0.96,2.3%,3.1%,63.4%,59.0%,68.8%,8/10,2:52,50.9%,35.9%,9.7%,22.2%,57.5%,3/6,234.0,131.0,W
22‑Apr‑2024,Madrid Masters,Clay,R32,3.0,63.0,(2)Alcarazd.Thiago Seyboth Wild[BRA],6-3 6-3,1.89,4.3%,2.2%,67.4%,87.1%,46.7%,1/2,1:15,59.8%,49.2%,4.9%,33.3%,67.9%,4/6,107.0,46.0,W
22‑Apr‑2024,Madrid Masters,Clay,R64,3.0,59.0,(2)Alcarazd.Alexander Shevchenko[KAZ],6-2 6-1,1.73,2.6%,0.0%,68.4%,65.4%,58.3%,1/3,1:08,63.4%,63.6%,0.0%,53.1%,78.3%,7/11,93.0,38.0,W
18‑Mar‑2024,Miami Masters,Hard,QF,2.0,12.0,(11)Grigor Dimitrov[BUL]d.(1)Alcaraz,6-2 6-4,0.74,6.8%,5.1%,57.6%,55.9%,52.0%,4/8,1:32,44.3%,33.9%,7.1%,22.9%,52.4%,1/5,115.0,59.0,L
18‑Mar‑2024,Miami Masters,Hard,R16,2.0,24.0,(1)Alcarazd.(23)Lorenzo Musetti[ITA],6-3 6-3,1.4,5.5%,1.8%,63.6%,74.3%,55.0%,2/3,1:26,56.1%,45.8%,1.7%,37.5%,63.2%,4/11,114.0,55.0,W
18‑Mar‑2024,Miami Masters,Hard,R32,2.0,47.0,(1)Alcarazd.Gael Monfils[FRA],6-2 6-4,1.71,2.1%,0.0%,80.9%,76.3%,44.4%,1/2,1:14,60.6%,51.1%,4.3%,33.3%,82.4%,4/6,94.0,47.0,W
18‑Mar‑2024,Miami Masters,Hard,R64,2.0,64.0,(1)Alcarazd.Roberto Carballes Baena[ESP],6-2 6-1,1.58,6.3%,2.1%,70.8%,79.4%,35.7%,3/3,1:25,59.4%,52.8%,0.0%,42.4%,70.0%,5/9,101.0,48.0,W
4‑Mar‑2024,Indian Wells Masters,Hard,F,2.0,4.0,(2)Alcarazd.(4)Daniil Medvedev[RUS],7-6(5) 6-1,1.62,4.8%,1.6%,64.5%,75.0%,68.2%,1/2,1:42,56.7%,44.3%,3.8%,37.5%,54.8%,3/10,141.0,62.0,W
4‑Mar‑2024,Indian Wells Masters,Hard,SF,2.0,3.0,(2)Alcarazd.(3)Jannik Sinner[ITA],1-6 6-3 6-2,1.09,0.0%,2.8%,65.3%,70.2%,52.0%,2/4,2:05,51.4%,39.2%,1.4%,34.8%,46.4%,3/6,146.0,72.0,W
4‑Mar‑2024,Indian Wells Masters,Hard,QF,2.0,6.0,(2)Alcarazd.(6)Alexander Zverev[GER],6-3 6-1,3.2,2.6%,0.0%,79.5%,87.1%,75.0%,0/0,1:29,62.7%,49.2%,4.8%,49.0%,50.0%,4/5,102.0,39.0,W
4‑Mar‑2024,Indian Wells Masters,Hard,R16,2.0,58.0,(2)Alcarazd.Fabian Marozsan[HUN],6-3 6-3,1.92,8.2%,4.1%,63.3%,83.9%,66.7%,2/2,1:15,58.9%,43.1%,3.4%,28.1%,61.5%,3/8,107.0,49.0,W
4‑Mar‑2024,Indian Wells Masters,Hard,R32,2.0,31.0,(2)Alcarazd.(31)Felix Auger Aliassime[CAN],6-2 6-3,1.92,6.8%,2.3%,72.7%,78.1%,66.7%,1/1,1:17,60.4%,48.1%,1.9%,45.7%,52.9%,4/7,96.0,44.0,W
4‑Mar‑2024,Indian Wells Masters,Hard,R64,2.0,40.0,(2)Alcarazd.Matteo Arnaldi[ITA],6-7(5) 6-0 6-1,1.73,2.6%,1.3%,56.6%,86.0%,54.5%,3/4,2:14,58.9%,47.8%,3.3%,40.4%,57.5%,6/13,168.0,76.0,W
12‑Feb‑2024,Buenos Aires,Clay,SF,2.0,21.0,(3)Nicolas Jarry[CHI]d.(1)Alcaraz,7-6(2) 6-3,1.02,0.0%,3.3%,65.6%,72.5%,52.4%,2/4,1:55,48.6%,35.1%,9.1%,26.4%,54.2%,1/4,138.0,61.0,L
12‑Feb‑2024,Buenos Aires,Clay,QF,2.0,152.0,(1)Alcarazd.(Q)Andrea Vavassori[ITA],7-6(1) 6-1,1.3,1.4%,1.4%,79.7%,67.3%,71.4%,1/1,1:40,55.2%,41.5%,3.1%,36.4%,52.4%,2/8,134.0,69.0,W
12‑Feb‑2024,Buenos Aires,Clay,R16,2.0,134.0,(1)Alcarazd.(Q)Camilo Ugo Carabelli[ARG],6-2 7-5,1.29,1.6%,8.2%,72.1%,70.5%,11.8%,5/9,1:45,56.9%,59.2%,0.0%,51.0%,76.0%,7/18,137.0,61.0,W
15‑Jan‑2024,Australian Open,Hard,QF,2.0,6.0,(6)Alexander Zverev[GER]d.(2)Alcaraz,6-1 6-3 6-7(2) 6-4,0.75,5.1%,1.7%,67.5%,67.1%,42.1%,3/10,3:05,45.2%,30.6%,6.3%,26.6%,52.9%,2/5,228.0,117.0,L
15‑Jan‑2024,Australian Open,Hard,R16,2.0,60.0,(2)Alcarazd.Miomir Kecmanovic[SRB],6-4 6-4 6-0,1.9,7.2%,0.0%,68.1%,83.0%,63.6%,0/0,1:49,58.8%,44.0%,3.6%,40.7%,50.0%,5/9,153.0,69.0,W
15‑Jan‑2024,Australian Open,Hard,R32,2.0,140.0,(2)Alcarazd.(WC)Juncheng Shang[CHN],6-1 6-1 1-0 RET,4.08,8.8%,2.9%,55.9%,84.2%,86.7%,0/0,1:06,70.2%,60.0%,0.0%,50.0%,70.8%,6/12,84.0,34.0,W
15‑Jan‑2024,Australian Open,Hard,R64,2.0,46.0,(2)Alcarazd.Lorenzo Sonego[ITA],6-4 6-7(3) 6-3 7-6(3),1.4,9.2%,3.1%,68.5%,77.5%,70.7%,3/4,3:25,54.0%,34.5%,7.0%,35.0%,33.3%,3/6,272.0,130.0,W
15‑Jan‑2024,Australian Open,Hard,R128,2.0,131.0,(2)Alcarazd.Richard Gasquet[FRA],7-6(5) 6-1 6-2,1.58,9.6%,3.2%,66.0%,72.6%,65.6%,2/2,2:22,57.3%,47.0%,2.6%,40.7%,64.5%,4/16,211.0,94.0,W
13‑Nov‑2023,Tour Finals,Hard,SF,2.0,1.0,(1)Novak Djokovic[SRB]d.(2)Alcaraz,6-3 6-2,0.64,17.9%,1.8%,83.9%,61.7%,33.3%,5/8,1:28,42.3%,27.3%,3.6%,18.9%,44.4%,0/4,111.0,56.0,L
13‑Nov‑2023,Tour Finals,Hard,RR,2.0,3.0,(2)Alcarazd.(3)Daniil Medvedev[RUS],6-4 6-4,1.33,5.4%,1.8%,73.2%,75.6%,66.7%,2/2,1:20,54.5%,35.7%,5.4%,26.3%,55.6%,2/5,112.0,56.0,W
13‑Nov‑2023,Tour Finals,Hard,RR,2.0,5.0,(2)Alcarazd.(5)Andrey Rublev[RUS],7-5 6-2,2.75,10.6%,0.0%,72.3%,94.1%,61.5%,0/0,1:14,60.2%,41.0%,6.6%,37.8%,50.0%,3/6,108.0,47.0,W
13‑Nov‑2023,Tour Finals,Hard,RR,2.0,7.0,(7)Alexander Zverev[GER]d.(2)Alcaraz,6-7(3) 6-3 6-4,0.85,12.0%,2.2%,69.6%,73.4%,53.6%,5/8,2:31,47.1%,27.8%,16.5%,21.3%,50.0%,1/6,189.0,92.0,L
30‑Oct‑2023,Paris Masters,Hard,R32,2.0,45.0,(Q)Roman Safiullin[RUS]d.(2)Alcaraz,6-3 6-4,0.88,0.0%,3.7%,64.8%,68.6%,36.8%,4/8,1:37,46.9%,37.3%,1.7%,28.6%,50.0%,2/4,113.0,54.0,L
2‑Oct‑2023,Shanghai Masters,Hard,R16,2.0,19.0,(18)Grigor Dimitrov[BUL]d.(1)Alcaraz,5-7 6-2 6-4,0.98,5.1%,0.0%,67.9%,71.7%,56.0%,1/5,2:10,48.8%,32.6%,11.6%,27.4%,45.8%,2/5,164.0,78.0,L
2‑Oct‑2023,Shanghai Masters,Hard,R32,2.0,33.0,(1)Alcarazd.(30)Daniel Evans[GBR],7-6(1) 6-4,1.49,9.2%,1.5%,63.1%,70.7%,66.7%,4/6,2:23,54.7%,45.8%,1.9%,33.9%,60.4%,3/15,172.0,65.0,W
